filename,page_number,extract_method,sector,row_text,n_numbers,amount_1,amount_2,amount_3,amount_4,amount_5,amount_6,amount_7,amount_8,amount_9,amount_10
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,2022-2023 2023-2024 2023-2024 2024-2025,8,2022.0,-2023.0,2023.0,-2024.0,2023.0,-2024.0,2024.0,-2025.0,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,((cid:196)பாய் ேகாடியில்),1,196.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,(cid:194)லதன (cid:175)ன்பணம்,2,194.0,175.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,Recoveries 95.85 41.00 105.00 125.00,4,95.85,41.0,105.0,125.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,4,1,4.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,Out-Goings 25.14 20.00 20.00 28.00,4,25.14,20.0,20.0,28.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,SURPLUS / DEFICIT 70.71 21.00 85.00 97.00,4,70.71,21.0,85.0,97.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,(cid:194)லதன ைவப்(cid:174)த் ெதாைக,2,194.0,174.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,Recoveries 204.98 121.50 150.00 160.00,4,204.98,121.5,150.0,160.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,5,1,5.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,Out-Goings 94.72 42.70 20.00 25.00,4,94.72,42.7,20.0,25.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,SURPLUS 110.26 78.80 130.00 135.00,4,110.26,78.8,130.0,135.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,வ(cid:177)வாய் கணக்கு கடன்,1,177.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,6,1,6.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,revenue_admin,REVENUE ACCOUNT BORROWINGS 349.45 400.00 0.00 0.00,4,349.45,400.0,0.0,0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,(cid:194)லதனக் கடன் தி(cid:177)ப்பி ெச(cid:179)த்(cid:171)தல்,4,194.0,177.0,179.0,171.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,7,1,7.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,LOAN REPAYMENT 396.98 462.69 669.05 231.15,4,396.98,462.69,669.05,231.15,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,(cid:175)டி(cid:182) இ(cid:177)ப்(cid:174) - மிைக / பற்றாக்குைற,4,175.0,182.0,177.0,174.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,2,camelot,other,CLOSING BALANCE - SURPLUS / DEFICIT 756.07 -361.73 -455.63 -366.75,4,756.07,-361.73,-455.63,-366.75,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,((cid:196)பாய் ேகாடியில்),1,196.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,வரி வ(cid:177)வாய்,1,177.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,1,1,1.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,revenue_admin,TAX REVENUE 2006.20 2231.80 2231.80 2352.00,4,2006.2,2231.8,2231.8,2352.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,அரசு ஒ(cid:171)க்கும் வ(cid:177)வாய் மற்(cid:178)ம் ஈ(cid:169) ெசய்(cid:176)ம் ெதாை(cid:31),6,171.0,177.0,178.0,169.0,176.0,31.0,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,2,1,2.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,revenue_admin,ASSIGNED REVENUES AND COMPENSATIONS 858.70 1100.00 1218.00 1280.00,4,858.7,1100.0,1218.0,1280.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,மாந(cid:31)ராட்சி ெசாத்தின் (cid:194)லம் வா(cid:31)ை(cid:31) வ(cid:177)வாய்,5,31.0,194.0,31.0,31.0,177.0,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,3,1,3.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,RENTAL INCOME FROM MUNICIPAL PROPERTIE 85.70 97.43 56.80 74.38,4,85.7,97.43,56.8,74.38,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,பயன்பா(cid:169) (cid:194)லம் வ(cid:177)வாய்,3,169.0,194.0,177.0,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,4,1,4.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,revenue_admin,FEES AND USER CHARGES 174.67 187.62 201.15 218.71,4,174.67,187.62,201.15,218.71,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,விற்பைன மற்(cid:178)ம் வா(cid:31)ை(cid:31) (cid:31)ட்(cid:31)ணங்(cid:31)ள்,6,178.0,31.0,31.0,31.0,31.0,31.0,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,5,1,5.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,SALE AND HIRE CHARGES 39.85 0.66 2.53 2.50,4,39.85,0.66,2.53,2.5,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,"அரசு மான்யம்,பங்(cid:31)ளிப்(cid:174) மற்(cid:178)ம் நிதி(cid:176)தவி",4,31.0,174.0,178.0,176.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,6,1,6.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,revenue_admin,"REVENUE GRANTS, CONTRIBUTIONS AND SUBSIDIES 411.19 387.50 628.56 370.05",4,411.19,387.5,628.56,370.05,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,(cid:175)த(cid:157)(cid:169)(cid:31)ளிலி(cid:177)ந்(cid:171) வ(cid:177)வாய்,7,175.0,157.0,169.0,31.0,177.0,171.0,177.0,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,7,1,7.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,INCOME FROM INVESTMENT 7.50 0.05 0.05 0.05,4,7.5,0.05,0.05,0.05,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,வட்டி வர(cid:182),1,182.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,8,1,8.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,INTEREST EARNED 38.15 3.21 15.43 20.44,4,38.15,3.21,15.43,20.44,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,பிற வ(cid:177)வாய்,1,177.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,9,1,9.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,3,camelot,other,OTHER INCOME 157.06 123.43 153.98 146.47,4,157.06,123.43,153.98,146.47,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,((cid:196)பாய் ேகாடியில்),1,196.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,1,1,1.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,ESTABLISHMENT EXPENSES 1562.21 1939.98 1907.10 2046.95,4,1562.21,1939.98,1907.1,2046.95,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,அ(cid:179)வலக ெசல(cid:182)கள்,2,179.0,182.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,2,1,2.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,ADMINISTRATIVE EXPENSES 125.94 231.72 260.39 282.18,4,125.94,231.72,260.39,282.18,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,இயக்குதல் மற்(cid:178)ம் பராமரிப்(cid:174) ெசலவினங்கள்,2,178.0,174.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,3,1,3.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,OPERATION AND MAINTENANCE EXPENSES 1333.59 1434.06 1583.73 1507.72,4,1333.59,1434.06,1583.73,1507.72,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,வட்டி மற்(cid:178)ம் இதர நிதி ெசலவினங்கள்,1,178.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,4,1,4.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,INTEREST AND FINANCE CHARGES 145.22 148.82 111.75 94.55,4,145.22,148.82,111.75,94.55,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,5,1,5.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,PROGRAMME EXPENSES 21.27 8.66 10.37 9.61,4,21.27,8.66,10.37,9.61,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,6,1,6.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,MISCELLANEOUS EXPENSES 43.20 8.05 19.03 20.05,4,43.2,8.05,19.03,20.05,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,7,1,7.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,education,PAYMENT TO ELEMENTARY EDUCATION FUND 303.89 358.00 362.90 383.06,4,303.89,358.0,362.9,383.06,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,(cid:191)லக வரி,1,191.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,8,1,8.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,education,LIBRARY CESS 38.00 50.00 60.00 60.00,4,38.0,50.0,60.0,60.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,(cid:194)லதன நிதிக்கு பங்களிப்(cid:174),2,194.0,174.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,9,1,9.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,CONTRIBUTION TO CAPITAL FUND 216.76 285.00 300.00 320.00,4,216.76,285.0,300.0,320.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,ேமயர் சிறப்(cid:174) ேமம்பாட்(cid:169) நிதிக்கு பங்களிப்(cid:174),3,174.0,169.0,174.0,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,10,1,10.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,CONTRIBUTION TO MAYOR'S SPECIAL DEVELOPMENT FUND 0.00 2.00 2.00 3.00,4,0.0,2.0,2.0,3.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,4,camelot,other,TOTAL 3790.08 4466.29 4617.27 4727.12,4,3790.08,4466.29,4617.27,4727.12,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,மத்திய அரசு - மான்யம் - என்.(cid:176).எச்.எம். - சுகாதாரத் (cid:171)ைற கட்டடங்கள்,2,176.0,171.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-10-02-07,4,320.0,-10.0,-2.0,-7.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,Central Government Grant - NUHM 13.67 0.00 0.00 0.00,4,13.67,0.0,0.0,0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,மத்திய/மாநில அரசு - மான்யம் - (cid:190)ய்ைம இந்தியா திட்டம் - 2.0,2,190.0,2.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-10-02-08,4,320.0,-10.0,-2.0,-8.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,Central/State Government Grant - Swatchh Bharat Mission - 2.0 27.53 50.00 65.00 110.00,5,2.0,27.53,50.0,65.0,110.0,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,மத்திய/மாநில அரசு - மான்யம் - அ.ம்.(cid:177).ட். - 2.0,2,177.0,2.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-10-02-09,4,320.0,-10.0,-2.0,-9.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,Central/State Government Grant - AMRUT - 2.0 0.00 5.50 5.50 0.00,5,2.0,0.0,5.5,5.5,0.0,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-10-02-10,4,320.0,-10.0,-2.0,-10.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,Central Government Grant - Nirbhaya Scheme 0.00 0.00 14.25 0.00,4,0.0,0.0,14.25,0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,நகர்ப்(cid:174)ற சுகாதார நல ைமயங்கள்,1,174.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-10-02-13,4,320.0,-10.0,-2.0,-13.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,healthcare,Urban Health Wellness Centres 35.88 0.00 15.00 0.00,4,35.88,0.0,15.0,0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-20-00-01,4,320.0,-20.0,-0.0,-1.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,Grant - CMDA (DC & OSR) 21.26 0.00 40.00 0.00,4,21.26,0.0,40.0,0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,மாநில அரசு - மான்யம் - டி.(cid:176).ரி.எப்.,1,176.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-20-06-00,4,320.0,-20.0,-6.0,-0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,State Government Grant - TURIF 178.79 250.00 120.00 100.00,4,178.79,250.0,120.0,100.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,டி.என்.(cid:176).ஐ.எப்.எஸ்.எல். மான்யம்,1,176.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,350-20-15-00,4,350.0,-20.0,-15.0,-0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,Grant - TNUIFSL (SWD-World bank) 55.24 0.00 0.00 0.00,4,55.24,0.0,0.0,0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-20-18-02,4,320.0,-20.0,-18.0,-2.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,State Government Grant - Nirbhaya Scheme 118.43 0.00 14.30 0.00,4,118.43,0.0,14.3,0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,மாநில அரசு - மான்யம் -ெசன்ைன ெப(cid:177)நகர வளர்ச்சி இயக்கம்,1,177.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-20-18-03,4,320.0,-20.0,-18.0,-3.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,State Government Grant - Chennai Mega City Development Mission (CMCDM-2019-20) 40.97 0.00 28.09 0.00,6,-2019.0,-20.0,40.97,0.0,28.09,0.0,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,மாநில அரசு - மான்யம் -ெசன்ைன ெப(cid:177)நகர வளர்ச்சி இயக்கம்,1,177.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-20-18-04,4,320.0,-20.0,-18.0,-4.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,State Government Grant - Chennai Mega City Development Mission (CMCDM-2020-21) 43.17 0.00 19.59 0.00,6,-2020.0,-21.0,43.17,0.0,19.59,0.0,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,ஆசிய வளர்ச்சி வங்கி நிதி - மைழ (cid:150)ர் வடிகால் - ெகாசஸ்தைலயார்,1,150.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-20-18-05,4,320.0,-20.0,-18.0,-5.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,water_sanitation,Asian Development Bank - Storm Water Drain - Kosasthalaiyar 571.00 720.00 555.00 507.00,4,571.0,720.0,555.0,507.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,சிங்கார ெசன்ைன 2.0,1,2.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,320-20-18-06,4,320.0,-20.0,-18.0,-6.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,5,camelot,other,Singara Chennai 2.0. 464.56 314.00 350.00 300.00,5,2.0,464.56,314.0,350.0,300.0,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,((cid:196)பாய் ேகாடியில்),1,196.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,உள்கட்டைமப்(cid:174) மற்(cid:178)ம் வசதிகள் நிதி,2,174.0,178.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,320-20-18-07,4,320.0,-20.0,-18.0,-7.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,Infrastructure and Amenities Fund 77.48 140.00 155.00 340.00,4,77.48,140.0,155.0,340.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,மாநில ேபரிடர் தணிப்(cid:174) நிதி,1,174.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,320-20-18-08,4,320.0,-20.0,-18.0,-8.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,State Disaster Mitigation Fund 291.35 0.00 160.00 0.00,4,291.35,0.0,160.0,0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,மான்யம் - ெசன்ைன நதிகள் சீரைமப்(cid:174) அறக்கட்டைள,1,174.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,320-30-00-02,4,320.0,-30.0,-0.0,-2.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,Grant - Chennai River Restoration Trust 29.53 0.00 10.00 0.00,4,29.53,0.0,10.0,0.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,320-30-00-03,4,320.0,-30.0,-0.0,-3.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,Grant - Smart City Scheme 153.84 100.00 60.00 40.00,4,153.84,100.0,60.0,40.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,State Government Grant - SFC 150.00 150.00 80.00 200.00,4,150.0,150.0,80.0,200.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,மாநில அரசு - மான்யம் - நகர்(cid:174)ர சாைலகள் ேமம்பாட்(cid:169) திட்டம்,2,174.0,169.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,State Government Grant - NSMT 0.00 521.00 410.00 305.00,4,0.0,521.0,410.0,305.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,மான்யம் - ெசன்ைன மாநகர பங்களிப்(cid:174) (உலக வங்கி நிதி),1,174.0,,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,6,camelot,other,Grant - Chennai City Partnership (World Bank Fund) 0.00 100.00 0.00 50.00,4,0.0,100.0,0.0,50.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,7,camelot,other,ேக.எஃப்.டபிள்(cid:176) வங்கி நிதி - மைழ (cid:150)ர் வடிகால் - ேகாவளம்,2,176.0,150.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,7,camelot,other,330-20-02-01,4,330.0,-20.0,-2.0,-1.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,7,camelot,water_sanitation,KfW Bank - Storm Water Drain - Kovalam 100.00 350.00 300.00 600.00,4,100.0,350.0,300.0,600.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,7,camelot,other,(cid:169)பிட்ேகா - கடன் - சிறப்(cid:174) சாைலகள் திட்டம்,2,169.0,174.0,,,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,7,camelot,other,330-30-01-01,4,330.0,-30.0,-1.0,-1.0,,,,,,
Chennai Budget 2024-25 Budget at a Glance.pdf,7,camelot,infrastructure,TUFIDCO - Loan - Special Road Programme 24.74 0.00 0.00 0.00,4,24.74,0.0,0.0,0.0,,,,,,
