filename,page_number,extract_method,sector,row_text,n_numbers,amount_1,amount_2,amount_3,amount_4,amount_5,amount_6,amount_7,amount_8,amount_9,amount_10
Chennai Budget 2021-22.pdf,4,tesseract,other,"AB EXPENDITURE OVER INCOME 7,46,25,65,681| 4,76,18,74,574",2,7462565681.0,4761874574.0,,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,other,INCOME AND EXPENDITURE ACCOUNT FOR THE YEAR ENDING 31.03.2022,2,31.03,2022.0,,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,other,"Account ""Head of Account 31-Mar-2022 31-Mar-2021",4,31.0,-2022.0,31.0,-2021.0,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010101 | GENERAL TAX - COMMERCIAL 2,00,25,56,872| 1,62, 43,45,439",4,110010101.0,2002556872.0,162.0,4345439.0,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010102 | GENERAL TAX - RESIDENTIAL 1,30,05,36,732| —_1,10,72,91,725",3,110010102.0,1300536732.0,1107291725.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010103 |GENERAL TAX - MIXED 42,93,83,575| 35,51,95,681",3,110010103.0,429383575.0,355195681.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010104 |GENERAL TAX - LAND 18,86,76,815| 15,61,93,963",3,110010104.0,188676815.0,156193963.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010201 |LIGHTING TAX - COMMERCIAL 29,44,60,607| 24,35,84,389|",3,110010201.0,294460607.0,243584389.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010202 | LIGHTING TAX - RESIDENTIAL 14,41,02,659 11,92,04,937",3,110010202.0,144102659.0,119204937.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010203 |LIGHTING TAX - MIXED 7,93, 14,046 6,56, 10,350",5,110010203.0,793.0,14046.0,656.0,10350.0,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010204 | LIGHTING TAX - LAND 1,62,38,131 1,34,42,444",3,110010204.0,16238131.0,13442444.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,education,"110010301 |BLEMENTARY EDUCATION TAX - COMMERCIAL 42,07,16,862 34,80,26,382",3,110010301.0,420716862.0,348026382.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,education,"110010302 |ELEMENTARY EDUCATION TAX - RESIDENTIAL 20,58,83,305 17,03, 11,267",4,110010302.0,205883305.0,1703.0,11267.0,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,education,"110010303 {ELEMENTARY EDUCATION TAX - MIXED 11,33,21,049 9,37,41,702",3,110010303.0,113321049.0,93741702.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,education,"110010304 | ELEMENTARY EDUCATION TAX - LAND 2,32,00,544| 1,99,32,926",3,110010304.0,23200544.0,19932926.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,education,"110010401 |LIBRARY CESS - COMMERCIAL 15,15,07,836 12,53,30,665|",3,110010401.0,151507836.0,125330665.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,education,"110010402 |LIBRARY CESS - RESIDENTIAL 7,41,39,591 6,13,29,925",3,110010402.0,74139591.0,61329925.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,education,"110010402 | LIBRARY CESS - MIXED 4,08,08,726 3,37,57,890",3,110010402.0,40808726.0,33757890.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,education,"110010404 |LIBRARY CESS - LAND 83,54,927| 69,11,382|",3,110010404.0,8354927.0,6911382.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010601 |TAX ADJUSTMENT - GENERAL TAX 31,74,56,565| 3,47,01,000",3,110010601.0,317456565.0,34701000.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010602 |Tax ADJUSTMENT - LIGHTING TAX 7,55,17,387 63,56,194|",3,110010602.0,75517387.0,6356194.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,education,"110010609 [™ ADJUSTMENT - ELEMENTARY EDUCATION 10.78.9640] 90,80,197",4,110010609.0,10.78,9640.0,9080197.0,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,education,"110010604 |TaX ADJUSTMENT - LIBRARY CESS 3,88,55,099) 32,69,355|",3,110010604.0,38855099.0,3269355.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,other,"1000701 Seen ese ADUUSTMENT ACCOUNT - -54,90,79,626| -36,16,81,936",3,1000701.0,-549079626.0,-361681936.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110010801 account one N TAX ADJUSTMENT -1,61,56,19,466] —_-1,06,42,17,918",3,110010801.0,-1615619466.0,-1064217918.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,revenue_admin,"110080000 |TAX ON CARRIAGE AND ANIMALS 32,150 56,600",3,110080000.0,32150.0,56600.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,other,"110100100 |TAMILNADU GOVERNMENT EMPLOYEES 35,84,46,041 31,55,96,995",3,110100100.0,358446041.0,315596995.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,other,"110100200 |CENTRAL GOVERNMENT EMPLOYEES 20,75,88,484 16,49,25,662",3,110100200.0,207588484.0,164925662.0,,,,,,,
Chennai Budget 2021-22.pdf,5,tesseract,other,"110100300 |TAMILNADU PUBLIC SECTOR EMPLOYEES 61,74,802 56,46,631",3,110100300.0,6174802.0,5646631.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,Aesonat Head of Account 31-Mar-2022 31-Mar-2021,4,31.0,-2022.0,31.0,-2021.0,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"110100400 |CENTRAL PUBLIC SECTOR EMPLOYEES 58,49, 160] 52,74,213|",4,110100400.0,5849.0,160.0,5274213.0,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"110100500 |PROFESSIONALS 2,33,64,122 1,34,08,172",3,110100500.0,23364122.0,13408172.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"110100600 |TRADERS 1,75,78,33,103| _2,05,22,74,382",3,110100600.0,1757833103.0,2052274382.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"110100700 |PUBLIC LIMITED COMPANIES 8,05, 10,454 4,25,28,015",4,110100700.0,805.0,10454.0,42528015.0,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"110100800 |PRIVATE LIMITED COMPANIES 1,78,10,21,281 1,17,45,28,003",3,110100800.0,1781021281.0,1174528003.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"110100900 |socIETIES 53,09,504| 41,54,406|",3,110100900.0,5309504.0,4154406.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"110101000 [TRUSTS 3,55,73,240 2,81,40,053",3,110101000.0,35573240.0,28140053.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"110101100 |OTHERS 4,89,98,96,224| 4,71,42,56,336",3,110101100.0,4899896224.0,4714256336.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,revenue_admin,"110130100 {COMPANY TAX - TAMILNADU PUBLIC SECTOR 15,000 6,300",3,110130100.0,15000.0,6300.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,revenue_admin,"110130500 |COMPANY TAX - OTHERS 1,79,63,946 3,29,60,765",3,110130500.0,17963946.0,32960765.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,revenue_admin,"110150000 |BNTERTAINMENT TAX 7,27,39,366 2,60,13,441",3,110150000.0,72739366.0,26013441.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"110160000 ISDUCATIONAL INSTITUTIONS, 2,43,91,508 5,29,06,829|",3,110160000.0,24391508.0,52906829.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"TOTAL 13,14,49,36,963 | 11,80,43,94,761",2,13144936963.0,11804394761.0,,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"120100100 |DUTY ON TRANSFER OF PROPERTY 1,24,58,71,567| _1,85,97,55,705",3,120100100.0,1245871567.0,1859755705.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,revenue_admin,"120100200 |ENTERTAINMENT TAX 0 24,46,18,780",3,120100200.0,0.0,244618780.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,revenue_admin,"120100300 |ASSIGNMENT FROM TAX REVENUE 5,87,35,92,841| 4,42,14,67,128|",3,120100300.0,5873592841.0,4421467128.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"TOTAL 7,11,94,64,408| — 6,52,58,41,613",2,7119464408.0,6525841613.0,,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,1-03: PROPERTIES,2,1.0,-3.0,,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130100200 |RENT - SHOPPING COMPLEX 2,203; 23,89,00,087",3,130100200.0,2203.0,238900087.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130100200 |RENT - SHOPPING COMPLEX 20,74,65,893) 0",3,130100200.0,207465893.0,0.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130100300 |RENT - STADIUM 98,000 0",3,130100300.0,98000.0,0.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130100400 [RENT - MARRIAGE AND COMMUNITY HALLS 1,19,77,240 92,34,009",3,130100400.0,11977240.0,9234009.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130100500 |RENT - PLAY GROUND 10,46,900 16,329,300",3,130100500.0,1046900.0,16329300.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,130100700 |RENT - PAY AND USE TOILETS 780 0,3,130100700.0,780.0,0.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130100800 |RENT - MOBILE TOILETS 3,500] 0)",3,130100800.0,3500.0,0.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130100900 |RENT - PRIVATE CABLE OPERATION RENT 52,06,77,479 44,19,19,850",3,130100900.0,520677479.0,441919850.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130101200 |RENT - CORPORATION LAND 1,96,13,202 16,70,012",3,130101200.0,19613202.0,1670012.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130101300 |RENT - CORPORATION BUILDING 57,38,822| 53,70,407",3,130101300.0,5738822.0,5370407.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130200100 |RENT - QUARTERS 18,46,213 14,59,000",3,130200100.0,1846213.0,1459000.0,,,,,,,
Chennai Budget 2021-22.pdf,6,tesseract,other,"130400200 |LEASE RENT - COMMERCIAL PURPOSE 9,16,26,220) 5,61,845",3,130400200.0,91626220.0,561845.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,other,) Aceeut : Head of Account 31-Mar-2022 31-Mar-2021,4,31.0,-2022.0,31.0,-2021.0,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,other,"130800200 | TRACK RENT 6,10,09,139 5,63,64,736|",3,130800200.0,61009139.0,56364736.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"> 130800202 |TRACK RENT-ADMISSION FEE 36,245| 1,81,390",3,130800202.0,36245.0,181390.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"? 130800300 |CONCESSIONAIRE FEE 4,64,59,362 71,79,770",3,130800300.0,46459362.0,7179770.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,other,", TOTAL 96,73,01,168 76,44,80,406",2,967301168.0,764480406.0,,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,") 140100100 |REGISTRATION FEE - CONTRACTORS 47,31,000 82,56,070|",3,140100100.0,4731000.0,8256070.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"5 140100200 {REGISTRATION FEE - PATIENTS 35,500] 49,175",4,5.0,140100200.0,35500.0,49175.0,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"140100300 |REGISTRATION FEE - PROFESSIONALS 7,000 3,500",3,140100300.0,7000.0,3500.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"> 140100500 |REGISTRATION FEE - OTHERS ~4 24,17,470 35,88,750",4,140100500.0,4.0,2417470.0,3588750.0,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"140110100 |LICENSE FEE - D AND O TRADE Rd 31,20,65,678]) _21,94,84,806",3,140110100.0,312065678.0,219484806.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,": 140110200 |LICENSE FEE - SHOPS qG 7,74,930 l 5,46,341",3,140110200.0,774930.0,546341.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"° 140111100 |LICENSE FEE - FOOD ADULTERATION 9, ,500| 7,750",4,140111100.0,9.0,500.0,7750.0,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"») 140111200 |LICENSE FEE - OTHERS a 78,07,055| 88,79,328",3,140111200.0,7807055.0,8879328.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"140111300 |LICENSE FEE - HOARDINGS 0 19,56,000",3,140111300.0,0.0,1956000.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"140120102 |PLAN FEE - SCRUTINY FEE 69,50,729| 53,30,730",3,140120102.0,6950729.0,5330730.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"D 140120103 |PLAN FEE - LICENSE FEE al 6,74,250 0",3,140120103.0,674250.0,0.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"3 140120201 |PLAN FEE - ADDITION - ADMISSION FEE 5 63,52,655} 48,45,970",5,3.0,140120201.0,5.0,6352655.0,4845970.0,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"140120500 |PLAN FEE - PLAN ca T’ 50,95,10,550 35,57,04,205]",3,140120500.0,509510550.0,355704205.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"? 140120601 |PLAN FEE - DEMOLITION FEE & j 11,33,69,290 8,47,84,999",3,140120601.0,113369290.0,84784999.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,other,"2 140120700 Hea EAR TRG SNMENT ~o 62,58,300| \ 38,99,600)",4,2.0,140120700.0,6258300.0,3899600.0,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"5 140120701 |PLAN FEE - COMPLETION CERTIFICATE FEE 2,50,51,700) | 34,82,700|",4,5.0,140120701.0,25051700.0,3482700.0,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,": 140120702 |PLAN FEE - DISPLAY BOARD FEE 13,000} 1,37,500",3,140120702.0,13000.0,137500.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"z) 140130100 |FEE - BIRTH AND DEATH CERTIFICATE ¢ i 1,22,300}) 4,15,450",3,140130100.0,122300.0,415450.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"» 140130200 |FEE - COPYING CERTIFICATE & 48,505] | 61,630)",3,140130200.0,48505.0,61630.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"140130400 |FEE - OTHERS ~ 22,914/) 1,05,077",3,140130400.0,22914.0,105077.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"3 140130401 |FEE - POSTER REMOVAL CHARGE 3,13,500 o",3,3.0,140130401.0,313500.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,water_sanitation,"> 140130500 |FEE - SCHOOL SANITATION CERTIFICATE 92,450] 1,00,550|",3,140130500.0,92450.0,100550.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,water_sanitation,"5 140130600 |FEE - WATER ANALYSIS 3,85,275| 3,76,200",4,5.0,140130600.0,385275.0,376200.0,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"; 140130700 |FEE - FOOD HANDLERS TEST 15,31,999 13,138,247",3,140130700.0,1531999.0,13138247.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,revenue_admin,"2 140150200 |REGULARISATION FEE 62,04,645| 63,611,900]",4,2.0,140150200.0,6204645.0,63611900.0,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,other,"> 140200100 |PENALTY 11,10,75,297 6,49,22,175|",3,140200100.0,111075297.0,64922175.0,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,other,a) -4r,1,-4.0,,,,,,,,,
Chennai Budget 2021-22.pdf,7,tesseract,other,3,1,3.0,,,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,31-Mar-2022.,2,31.0,-2022.0,,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,31-Mar-2021,2,31.0,-2021.0,,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140200201 |FINE - OTHERS 6,13,54,545 3,71,67,930",3,140200201.0,61354545.0,37167930.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140200202 FINE - CATTLE 38,98,900 27,64,500",3,140200202.0,3898900.0,2764500.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140200203 | FINE - MARRIAGE HALLS 0 16,000",3,140200203.0,0.0,16000.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,water_sanitation,"140200204 |FINE - BULK WASTE GENERATORS 12,18,031 2,72,470|",3,140200204.0,1218031.0,272470.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140200205 |FINE - PLASTIC BAN 22,08,580] 81,350)",3,140200205.0,2208580.0,81350.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140200206 | FINE - FLEX BANNER 2,000) 0",3,140200206.0,2000.0,0.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140200207 |FINE - SOURCE SEGREGATION 6,34,500 67,400]",3,140200207.0,634500.0,67400.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,water_sanitation,"140200208 | FINE - BURNING SOLID WASTE 0 2,000",3,140200208.0,0.0,2000.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140200209 | FINE - PUBLIC GATHERING / PROGRAMME 3,000 19,000",3,140200209.0,3000.0,19000.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140200210 {FINE - DUMPING OF DEBRIS. 10,04,240| 0]",3,140200210.0,1004240.0,0.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,140200300 {FINE - UNAUTHORIZED CONSTRUCTIONS 500 0,3,140200300.0,500.0,0.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,revenue_admin,"140400400 |OTHER FEE - PROPERTY TRANSFER CHARGES 36,12,159 1,54,450",3,140400400.0,3612159.0,154450.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,revenue_admin,"140400800 |OTHER FEE - COURSE FEE 22,70,450| 10,82,450",3,140400800.0,2270450.0,1082450.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,education,"140400900 |OTHER FEE - MEMBERSHIP FEE - LIBRARY 2,300 2,100",3,140400900.0,2300.0,2100.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140401000 |cDH - HOSTEL FOOD CHARGES RECOVERY 24,83,166 16,33,950",3,140401000.0,2483166.0,1633950.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140401100 [RAME TRANSFER CHARGES (SHOPPING 6,35,000 A",2,140401100.0,635000.0,,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140500300 |GARBAGE COLLECTION CHARGES 6,01,14,493 1,26,87,389",3,140500300.0,60114493.0,12687389.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140500400 |FINE-LITTERING OF GARBAGE 18,30,774 2,58,690]",3,140500400.0,1830774.0,258690.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140500500 |DEBRIS COLLECTIONS 34,46,965| 15,51,958",3,140500500.0,3446965.0,1551958.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140500900 |LIGHTING CHARGES 0 69,000]",3,140500900.0,0.0,69000.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,revenue_admin,"140501000 {PARKING FEE 0 20,302!",3,140501000.0,0.0,20302.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140501100 |ADVERTISEMENT ON LAMP POST 16,600! 0",3,140501100.0,16600.0,0.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,revenue_admin,"140501300 |PRIVATE SCAVENGING FEE 3,71,168 3,32,380|",3,140501300.0,371168.0,332380.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140501600 |CHARGES FOR PERMISSION OF DOME 44,42,500} 22,50,000)",3,140501600.0,4442500.0,2250000.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140501700 |PRIVATE GARBAGE DISPOSAL CHARGES 64,9001 8,990",3,140501700.0,649001.0,8990.0,,,,,,,
Chennai Budget 2021-22.pdf,8,tesseract,other,"140501800 |CONSERVANCY CHARGES - MARRIAGE HALLS 1,83,000 3,26,560",3,140501800.0,183000.0,326560.0,,,,,,,
